Date,player_name,Reason
2018-03-11,Skal Labissiere,placed on IL with bruised left hip
2018-03-11,Lance Thomas,placed on IL with sprained right thumb
2018-03-11,Salah Mejri,placed on IL with strained right hamstring
2018-03-11,Juancho Hernangomez,placed on IL
2018-03-11,Alfonzo McKinnie,placed on IL
2018-03-12,Dwyane Wade,placed on IL with strained left/right hamstring
2018-03-12,LaMarcus Aldridge,placed on IL with sore right knee
2018-03-13,Jerryd Bayless,placed on IL
2018-03-13,Lauri Markkanen,placed on IL with lower back spasms
2018-03-13,Jaylen Morris,placed on IL with sprained left ankle (out for season)
2018-03-13,Kent Bazemore,placed on IL with bone bruise in right knee (out for season)
2018-03-13,Raulzinho Neto,placed on IL with fractured left wrist
2018-03-13,Tony Bradley,placed on IL with concussion
2018-03-13,Isaiah Hicks,placed on IL
2018-03-13,Wesley Matthews,placed on IL with fractured right fibula (out for season)
2018-03-13,Reggie Hearn,placed on IL
2018-03-13,Derrick White,placed on IL
2018-03-13,Matt Costello,placed on IL
2018-03-13,Alec Peters,placed on IL
2018-03-13,Steven Adams,placed on IL with bruised left hip
2018-03-14,Daniel Theis,placed on IL with torn meniscus in left knee (out for season)
2018-03-14,Marcus Smart,placed on IL with sprained right thumb
2018-03-14,Draymond Green,placed on IL with sore right shoulder
2018-03-14,Klay Thompson,placed on IL with fractured right thumb
2018-03-15,Omer Asik,placed on IL
2018-03-15,Larry Nance Jr.,placed on IL with sore right hamstring
2018-03-15,Domantas Sabonis,placed on IL with sprained left ankle
2018-03-15,Norman Powell,placed on IL with sprained left ankle
2018-03-15,Tyson Chandler,placed on IL
2018-03-16,Kyrie Irving,placed on IL with sore left knee
2018-03-16,Johnathan Motley,placed on IL
2018-03-16,Daniel Hamilton,placed on IL
2018-03-16,Kevin Durant,placed on IL with fractured rib
2018-03-17,Tyler Zeller,placed on IL with sore ribs / back injury
2018-03-17,Xavier Munford,placed on IL
2018-03-17,Kris Dunn,placed on IL with sprained right toe (out for season)
2018-03-17,Zach LaVine,placed on IL with patellar tendinitis in left knee (out for season)
2018-03-17,Kobi Simmons,placed on IL
2018-03-17,Jose Juan Barea,placed on IL with strained left rib muscle
2018-03-17,Dante Cunningham,placed on IL with concussion
2018-03-17,Devin Harris,placed on IL with right knee injury
2018-03-17,Myles Turner,placed on IL with sprained left ankle
2018-03-17,Omri Casspi,placed on IL with sprained right ankle
2018-03-18,Fred VanVleet,placed on IL with bruised right hand
2018-03-18,Nigel Hayes,placed on IL
2018-03-19,Timothe Luwawu-Cabarrot,placed on IL with patellar tendinitis in right knee
2018-03-19,Rodney Hood,placed on IL with strained lower back
2018-03-19,Tyreke Evans,placed on IL
2018-03-19,Bogdan Bogdanovic,placed on IL with left hamstring injury
2018-03-19,JaKarr Sampson,placed on IL
2018-03-19,Isaiah Whitehead,placed on IL
2018-03-19,Milton Doyle,placed on IL
2018-03-19,Ike Anigbogu,placed on IL
2018-03-20,Derrick Favors,placed on IL with sore left knee
2018-03-20,Dennis Smith Jr.,placed on IL with sprained left ankle
2018-03-20,Jameer Nelson (Sr.),placed on IL
2018-03-20,T.J. Warren,placed on IL with inflammation in left knee (out for season)
2018-03-21,D.J. Wilson,placed on IL
2018-03-21,Lauri Markkanen,placed on IL with back spasms
2018-03-21,Robin Lopez,placed on IL
2018-03-21,Luke Kornet,placed on IL
2018-03-21,C.J. Miles,placed on IL with gastroenteritis
2018-03-21,Chris McCullough,placed on IL
2018-03-22,James Young,placed on IL
2018-03-22,Nicolas Batum,placed on IL with tendinitis in left Achilles
2018-03-22,Garrett Temple,placed on IL with sprained left ankle (out for season)
2018-03-22,Zach Randolph,placed on IL with gastroentritis
2018-03-22,Jonathon Simmons,placed on IL with bruised right wrist (out for season)
2018-03-22,Johnathan Motley,placed on IL
2018-03-23,Giannis Antetokounmpo,placed on IL with sprained right ankle
2018-03-23,Antonio Blakeney,placed on IL with fractured left wrist (out for season)
2018-03-23,Paul Zipser,placed on IL with sore left foot
2018-03-23,Okaro White,placed on IL
2018-03-23,Derrick Walton Jr.,placed on IL
2018-03-23,Erik McCree,placed on IL
2018-03-23,Damyean Dotson,placed on IL
2018-03-23,Isaiah Hicks,placed on IL
2018-03-23,Chris Boucher,placed on IL
2018-03-23,Damian Jones,placed on IL
2018-03-23,Draymond Green,placed on IL with bruised pelvis
2018-03-24,Lauri Markkanen,placed on IL with back spasms
2018-03-24,Jalen Jones,placed on IL
2018-03-25,Marshall Plumlee,placed on IL
2018-03-25,Marcus Morris,placed on IL with sprained right ankle
2018-03-25,Malcolm Miller,placed on IL
2018-03-25,Stephen Curry,placed on IL with sprained MCL in left knee
2018-03-26,Demetrius Jackson,placed on IL
2018-03-26,Justin Anderson,placed on IL
2018-03-26,Ivan Rabb,placed on IL with right heel injury
2018-03-26,Mangok Mathiang,placed on IL
2018-03-26,Marcus Paige,placed on IL
2018-03-26,Kyle O'Quinn,placed on IL with strained left hip
2018-03-26,Luol Deng,placed on IL with sprained left ankle (out for season)
2018-03-26,Kenneth Faried,placed on IL
2018-03-26,Devin Booker,placed on IL with sprained right hand (out for season)
2018-03-26,Derrick Rose,placed on IL with sprained right ankle
2018-03-27,Thon Maker,placed on IL with strained right groin
2018-03-27,Paul Zipser,placed on IL with sore left foot (out for season)
2018-03-27,Edrice Adebayo,placed on IL with sprained right ankle
2018-03-27,Alex Poythress,placed on IL
2018-03-27,James Harden,placed on IL with sore right hand
2018-03-27,Luc Richard Mbah a Moute,placed on IL with sore left knee
2018-03-27,Maurice Harkless,placed on IL recovering from surgery on left knee
2018-03-29,Cristiano Felicio,placed on IL with sore lower back
2018-03-29,Derrick Jones Jr.,placed on IL
2018-03-29,Luke Babbitt,placed on IL
2018-03-29,Blake Griffin,placed on IL with bruised right ankle (out for season)
2018-03-29,Trevor Booker,placed on IL
2018-03-30,Demetrius Jackson,placed on IL
2018-03-30,Joel Embiid,placed on IL with fractured left orbital bone / concussion
2018-03-30,Georgios Papagiannis,placed on IL
2018-03-30,John Henson,placed on IL with sprained right finger
2018-03-30,London Perrantes,placed on IL
2018-03-30,Andrew Harrison,placed on IL with right wrist injury (out for season)
2018-03-30,Thomas Bryant,placed on IL
2018-03-30,Travis Wear,placed on IL
2018-03-30,Nene,placed on IL with sore lower back
2018-03-30,R.J. Hunter,placed on IL
2018-03-30,Zhou Qi,placed on IL
2018-03-31,Enes Kanter,placed on IL with sore lower back (out for season)
2018-03-31,Andre Iguodala,placed on IL with sore left knee
2018-04-01,Dario Saric,placed on IL with sore right elbow
2018-04-01,Ed Davis (Adam),placed on IL with right ankle injury
2018-04-01,Xavier Munford,placed on IL
2018-04-01,George Hill,placed on IL with sprained left ankle
2018-04-01,Dennis Schröder,placed on IL with sprained left ankle (out for season)
2018-04-01,Treveon Graham,placed on IL with concussion (out for season)
2018-04-01,Brandon Ingram,placed on IL with concussion (out for season)
2018-04-01,Jalen Jones,placed on IL
2018-04-01,Wilson Chandler,placed on IL with fractured nose
2018-04-01,Alex Poythress,placed on IL
2018-04-01,Patrick McCaw,placed on IL with bruised lumbar spine
2018-04-03,Denzel Valentine,placed on IL recovering from surgery on left knee (out for season)
2018-04-03,London Perrantes,placed on IL
2018-04-03,Terry Rozier,placed on IL with sprained left ankle / sprained left knee
2018-04-03,Jawun Evans,placed on IL with abdominal injury / sports hernia / athletic pubalgia (out for season)
2018-04-03,Troy Williams,placed on IL with fractured jaw (out for season)
2018-04-03,Kenneth Faried,placed on IL
2018-04-04,Wayne Selden Jr.,placed on IL with sore right knee (out for season)
2018-04-04,DeAndre' Bembry,placed on IL with strained abdominal
2018-04-04,Dwyane Wade,placed on IL with left wrist injury
2018-04-04,Goran Dragic,placed on IL with sprained right ankle
2018-04-04,James Johnson,placed on IL with sprained left ankle
2018-04-04,Lonzo Ball,placed on IL with bruised left knee (out for season)
2018-04-04,Dennis Smith Jr.,placed on IL with sore left knee
2018-04-04,Dirk Nowitzki,placed on IL with left ankle injury (out for season)
2018-04-04,Dwight Powell,placed on IL with bursitis in left knee
2018-04-04,Chandler Parsons,placed on IL for knee injury (out for season)
2018-04-05,Damian Lillard,placed on IL with sprained left ankle
2018-04-05,Jose Calderon,placed on IL with sore left hamstring
2018-04-05,DeMarre Carroll,placed on IL with strained left hip (out for season)
2018-04-05,Jahlil Okafor,placed on IL with sprained right ankle
2018-04-05,Eric Gordon,placed on IL with sore left ankle / foot
2018-04-05,Ryan Anderson,placed on IL with sprained left ankle
2018-04-06,Demetrius Jackson,placed on IL
2018-04-06,Noah Vonleh,placed on IL with strained left calf (out for season)
2018-04-06,Josh Magette,placed on IL
2018-04-06,Tyler Cavanaugh,placed on IL
2018-04-06,Derrick Jones Jr.,placed on IL
2018-04-06,Derrick Walton Jr.,placed on IL
2018-04-06,Jordan Mickey,placed on IL
2018-04-06,Skal Labissiere,placed on IL with sprained left ankle (out for season)
2018-04-06,Jose Juan Barea,placed on IL with strained left oblique (out for season)
2018-04-06,Reggie Bullock,placed on IL with swollen left knee (out for season)
2018-04-06,Amile Jefferson,placed on IL
2018-04-06,Anthony Brown,placed on IL
2018-04-07,Giannis Antetokounmpo,placed on IL with sore right ankle
2018-04-07,Emmanuel Mudiay,placed on IL with concussion (out for season)
2018-04-07,Shaun Livingston,placed on IL with sore right foot / knee
2018-04-08,Guerschon Yabusele,placed on IL with sore left knee
2018-04-08,Kyle Kuzma,placed on IL with sprained left ankle (out for season)
2018-04-08,Jonathan Isaac,placed on IL with sprained left ankle (out for season)
2018-04-08,Lorenzo Brown,placed on IL
2018-04-08,Alan Williams,placed on IL with sore right knee (out for season)
2018-04-08,Marquese Chriss,placed on IL with sore left hip (out for season)
2018-04-08,Andre Iguodala,placed on IL with sore left knee
2018-04-09,Georgios Papagiannis,placed on IL
2018-04-09,Marshall Plumlee,placed on IL (out for season)
2018-04-09,Xavier Munford,placed on IL
2018-04-09,London Perrantes,placed on IL
2018-04-09,Okaro White,placed on IL
2018-04-09,Rodney Hood,placed on IL with sore left Achilles
2018-04-09,Luke Babbitt,placed on IL
2018-04-09,Caris LeVert,placed on IL with right foot injury
2018-04-09,Juancho Hernangomez,placed on IL
2018-04-09,Andre Drummond,placed on IL with sore Achilles (out for season)
2018-04-09,Fred VanVleet,placed on IL with tightness in lower back
2018-04-09,Lucas Nogueira,placed on IL with tightness in left hamstring
2018-04-10,David Stockton,placed on IL
2018-04-10,Dennis Smith Jr.,placed on IL with sore left knee (out for season)
2018-04-10,Ike Anigbogu,placed on IL
2018-04-10,Victor Oladipo,placed on IL with sore right foot
2018-04-10,R.J. Hunter,placed on IL
2018-04-10,Devin Robinson,placed on IL
2018-04-11,D.J. Wilson,placed on IL
2018-04-11,Shabazz Muhammad,placed on IL with sprained right ankle
2018-04-11,Goran Dragic,placed on IL with sore right knee (out for season)
2018-04-11,Frank Mason,placed on IL with partially torn plantar fascia in left foot (out for season)
2018-04-11,Spencer Dinwiddie,placed on IL with sore right knee (out for season)
2018-04-11,Alfonzo McKinnie,placed on IL
2018-04-11,Lorenzo Brown,placed on IL
2018-04-11,Luc Richard Mbah a Moute,placed on IL with dislocated right shoulder
2018-04-11,Trevor Ariza,placed on IL with sore leg
2018-04-11,Alex Abrines,placed on IL with concussion
2018-04-11,Otto Porter Jr.,placed on IL with tightness in lower right leg
2018-04-14,Alexis Ajinca,placed on IL with right knee injury (out for season)
2018-04-14,Fred VanVleet,placed on IL with right shoulder injury
2018-04-14,Malachi Richardson,placed on IL
2018-04-14,Brandon Paul,placed on IL
2018-04-14,Chris McCullough,placed on IL
2018-04-14,Ramon Sessions,placed on IL
2018-04-15,Brandon Jennings,placed on IL
2018-04-15,Kendrick Perkins,placed on IL
2018-04-15,Alex Poythress,placed on IL
2018-04-15,Amile Jefferson,placed on IL
2018-04-16,Jerryd Bayless,placed on IL
2018-04-17,Jake Layman,placed on IL
2018-04-17,Alfonzo McKinnie,placed on IL
2018-04-18,Tony Bradley,placed on IL
2018-04-19,Furkan Korkmaz,placed on IL
2018-04-19,Evan Turner,placed on IL with toe injury
2018-04-20,John Henson,placed on IL with sore back (out for season)
2018-04-20,Thaddeus Young,placed on IL with sinus infection
2018-04-20,Fred VanVleet,placed on IL with right shoulder injury
2018-04-21,Maurice Harkless,placed on IL with sore left knee (out for season)
2018-04-21,Chinanu Onuaku,placed on IL
2018-04-22,George Hill,placed on IL with back spasms
2018-04-22,Alex Poythress,placed on IL (out for season)
2018-04-22,Brandon Paul,placed on IL
2018-04-27,Alfonzo McKinnie,placed on IL
2018-04-27,Jodie Meeks,placed on IL
2018-04-27,Otto Porter Jr.,placed on IL recovering from surgery on left leg to remove blood around a contusion
2018-04-29,Kendrick Perkins,placed on IL
2018-04-29,Ricky Rubio,placed on IL with strained left hamstring (out for season)
2018-04-29,Zhou Qi,placed on IL (out for season)
2018-04-30,Timothe Luwawu-Cabarrot,placed on IL
2018-05-01,Damian Jones,placed on IL
2018-05-08,Dante Exum,placed on IL with strained left hamstring (out for season)
2018-09-21,C.J. Wilcox,placed on IL with torn right Achilles tendon (out for season)
2018-10-01,Andre Roberson,placed on IL recovering from surgery on left knee to repair torn patellar tendon (out for season) (date approximate)
2018-10-16,Jerryd Bayless,placed on IL with sprained left knee
2018-10-16,Mike Muscala,placed on IL with sprained right ankle
2018-10-16,Wilson Chandler,placed on IL with strained left hamstring
2018-10-16,Zhaire Smith,placed on IL with surgery on left foot
2018-10-16,Robert Williams III,placed on IL
2018-10-16,DeMarcus Cousins,placed on IL with recovering from surgery to repair torn left Achilles tendon
2018-10-17,D.J. Wilson,placed on IL with strained right hamstring
2018-10-17,Larry Nance Jr.,placed on IL with sprained right ankle
2018-10-17,Yuta Watanabe,placed on IL
2018-10-17,Dewayne Dedmon,placed on IL with left ankle injury
2018-10-17,John Collins (Martin),placed on IL with left ankle injury
2018-10-17,Dion Waiters,placed on IL with left ankle injury
2018-10-17,James Johnson,placed on IL with sports hernia
2018-10-17,Justise Winslow,placed on IL with right hamstring injury
2018-10-17,Devonte' Graham,placed on IL
2018-10-17,Raulzinho Neto,placed on IL with right hamstring injury
2018-10-17,Kosta Koufos,placed on IL with strained right hamstring
2018-10-17,Emmanuel Mudiay,placed on IL with sprained right ankle
2018-10-17,Isaiah Hicks,placed on IL with sprained left ankle
2018-10-17,Luke Kornet,placed on IL
2018-10-17,Melvin Frazier Jr.,placed on IL
2018-10-17,Kostas Antetokounmpo,placed on IL
2018-10-17,Allen Crabbe,placed on IL with sprained left ankle
2018-10-17,DeMarre Carroll,placed on IL with arthroscopic surgery on right ankle
2018-10-17,Shabazz Napier,placed on IL with strained right hamstring
2018-10-17,Isaiah Thomas,placed on IL with right hip injury
2018-10-17,Jarred Vanderbilt,placed on IL with right foot injury
2018-10-17,Alize Johnson,placed on IL
2018-10-17,Chris Boucher,placed on IL
2018-10-17,Brandon Knight,placed on IL with left knee injury
2018-10-17,Dejounte Murray,placed on IL with torn ACL in right knee (out for season)
2018-10-17,Derrick White,placed on IL with plantar fascia in left foot
2018-10-17,Lonnie Walker IV,placed on IL with right knee injury
2018-10-17,De'Anthony Melton,placed on IL
2018-10-18,Gary Trent Jr.,placed on IL
2018-10-18,Lauri Markkanen,placed on IL with sprained right elbow
2018-10-18,Dwight Howard,placed on IL with sore lower back
2018-10-19,Ivan Rabb,placed on IL
2018-10-19,Courtney Lee,placed on IL with neck injury
2018-10-19,Andre Iguodala,placed on IL with left calf injury
2018-10-20,Gordon Hayward,placed on IL with left ankle injury
2018-10-20,Treveon Graham,placed on IL with strained left hamstring
2018-10-20,Domantas Sabonis,placed on IL with bruised right knee
2018-10-20,Jon Leuer,placed on IL
2018-10-20,Kawhi Leonard,placed on IL
2018-10-20,Jimmy Butler,placed on IL
2018-10-21,David Nwaba,placed on IL
2018-10-21,Will Barton,placed on IL with adductor muscle in right hip injury
2018-10-21,Abdel Nader,placed on IL
2018-10-21,Shaun Livingston,placed on IL with bruised left knee
2018-10-22,Aron Baynes,placed on IL with strained right hamstring
2018-10-22,JaMychal Green,placed on IL with fractured jaw
2018-10-22,Melvin Frazier Jr.,placed on IL
2018-10-23,Ben Simmons,placed on IL with back injury
2018-10-23,Shake Milton,placed on IL
2018-10-23,Henry Ellenson,placed on IL
2018-10-24,Kris Dunn,placed on IL with sprained MCL in left knee
2018-10-24,Jaylen Adams,placed on IL
2018-10-24,Derrick Jones Jr.,placed on IL with bruised left foot
2018-10-24,Bismack Biyombo,placed on IL
2018-10-24,Iman Shumpert,placed on IL with sore left hip
2018-10-24,Rodions Kurucs,placed on IL with sprained left ankle
